# Title: June - August 2024 Contiguous U.S. County Average Temperature
# Units: Degrees Fahrenheit
# Missing: -99
# Note: Period of Record: 130 Years
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
VA-710,Norfolk City,Virginia,78.5,107,2,76.5
VA-720,Norton City,Virginia,70.5,90,0.6,69.8
VA-730,Petersburg City,Virginia,77.7,110,1.4,76.3
VA-735,Poquoson City,Virginia,78.4,108,1.7,76.7
VA-740,Portsmouth City,Virginia,78.5,109,1.7,76.8
VA-750,Radford City,Virginia,72.4,121,2.1,70.4
VA-760,Richmond City,Virginia,77.9,122,2.1,75.8
VA-770,Roanoke City,Virginia,76.5,124,2.6,73.9
VA-775,Salem City,Virginia,76.3,126,2.6,73.7
VA-790,Staunton City,Virginia,74.8,129,3.6,71.2
VA-800,Suffolk City,Virginia,77.6,108,1.4,76.2
VA-810,Virginia Beach City,Virginia,78,116,2.1,75.9
VA-820,Waynesboro City,Virginia,75,129,3.7,71.3
VA-830,Williamsburg City,Virginia,78.3,122,2.2,76.1
VA-840,Winchester City,Virginia,74.4,126,2.8,71.6
WA-001,Adams County,Washington,69.6,118,2.6,67
WA-003,Asotin County,Washington,68.8,125,4.6,64.2
WA-005,Benton County,Washington,72.5,118,2.6,70
WA-007,Chelan County,Washington,62,119,3.2,58.8
WA-009,Clallam County,Washington,59,122,2.4,56.6
WA-011,Clark County,Washington,66.4,122,3.3,63.1
WA-013,Columbia County,Washington,67.3,119,3.4,63.8
WA-015,Cowlitz County,Washington,63.3,117,2.8,60.5
WA-017,Douglas County,Washington,69.8,118,3.1,66.7
WA-019,Ferry County,Washington,63.5,119,2.8,60.7
WA-021,Franklin County,Washington,71.7,118,2.5,69.2
WA-023,Garfield County,Washington,68,124,3.9,64.1
WA-025,Grant County,Washington,71.5,114,2.2,69.4
WA-027,Grays Harbor County,Washington,61.4,117,2.1,59.4
WA-029,Island County,Washington,62.8,121,2.6,60.2
WA-031,Jefferson County,Washington,58.1,119,2.5,55.6
WA-033,King County,Washington,61.7,118,2.5,59.1
WA-035,Kitsap County,Washington,64.7,119,2.9,61.9
WA-037,Kittitas County,Washington,63.9,117,2.6,61.3
WA-039,Klickitat County,Washington,67.1,118,3.1,63.9
WA-041,Lewis County,Washington,61.5,115,2.5,59
WA-043,Lincoln County,Washington,66.7,108,1.6,65
WA-045,Mason County,Washington,62.2,116,2.2,60
WA-047,Okanogan County,Washington,63.2,121,3.2,60
WA-049,Pacific County,Washington,61.4,121,2.6,58.8
WA-051,Pend Oreille County,Washington,62.1,121,2.7,59.4
WA-053,Pierce County,Washington,60.5,115,2.4,58.2
WA-055,San Juan County,Washington,63,127,3,60
WA-057,Skagit County,Washington,60.1,116,2.5,57.7
WA-059,Skamania County,Washington,60.6,116,3,57.6
WA-061,Snohomish County,Washington,60.3,117,2.4,57.9
WA-063,Spokane County,Washington,67.1,122,3.2,64
WA-065,Stevens County,Washington,65.5,119,2.7,62.8
WA-067,Thurston County,Washington,63.9,115,2,61.9
WA-069,Wahkiakum County,Washington,61.4,118,2.7,58.7
WA-071,Walla Walla County,Washington,71.8,116,2.4,69.4
WA-073,Whatcom County,Washington,59.2,116,2.6,56.6
WA-075,Whitman County,Washington,68.5,121,3.3,65.2
WA-077,Yakima County,Washington,64.9,116,2.6,62.3
WV-001,Barbour County,West Virginia,72.2,126,2.9,69.3
WV-003,Berkeley County,West Virginia,74.7,126,2.8,71.9
WV-005,Boone County,West Virginia,74.1,120,1.7,72.4
WV-007,Braxton County,West Virginia,73.3,112,1.6,71.7
WV-009,Brooke County,West Virginia,72.4,110,1.8,70.6
WV-011,Cabell County,West Virginia,75.5,117,2.2,73.3
WV-013,Calhoun County,West Virginia,74,120,2.1,71.9
WV-015,Clay County,West Virginia,73.8,116,1.8,72
WV-017,Doddridge County,West Virginia,73.4,119,2.1,71.2
WV-019,Fayette County,West Virginia,71.2,114,1.6,69.7
WV-021,Gilmer County,West Virginia,73.9,118,2,71.9
WV-023,Grant County,West Virginia,70.8,120,2.3,68.5
WV-025,Greenbrier County,West Virginia,69,114,1.8,67.3
WV-027,Hampshire County,West Virginia,73.1,122,2.3,70.8
WV-029,Hancock County,West Virginia,71.3,92,1,70.3
WV-031,Hardy County,West Virginia,71.9,125,2.4,69.6
WV-033,Harrison County,West Virginia,73.3,121,2.4,70.9
WV-035,Jackson County,West Virginia,74.8,121,2.3,72.5
WV-037,Jefferson County,West Virginia,75.1,126,2.8,72.3
WV-039,Kanawha County,West Virginia,75.2,121,2.3,72.9
WV-041,Lewis County,West Virginia,73.7,122,2.7,71.1
WV-043,Lincoln County,West Virginia,75.6,118,2.1,73.5
WV-045,Logan County,West Virginia,74.2,103,1.3,73
WV-047,McDowell County,West Virginia,72.1,104,1.2,70.9
WV-049,Marion County,West Virginia,72.5,117,1.8,70.7
WV-051,Marshall County,West Virginia,72.3,111,1.8,70.5
WV-053,Mason County,West Virginia,74.1,99,1.2,72.9
WV-055,Mercer County,West Virginia,69.7,90,0.8,68.9
WV-057,Mineral County,West Virginia,73.4,119,2.2,71.2
WV-059,Mingo County,West Virginia,74.7,102,1.2,73.5
WV-061,Monongalia County,West Virginia,72.2,118,1.9,70.2
WV-063,Monroe County,West Virginia,71.2,118,1.7,69.5
WV-065,Morgan County,West Virginia,74.2,125,2.8,71.4
WV-067,Nicholas County,West Virginia,70.4,112,1.6,68.8
WV-069,Ohio County,West Virginia,72.5,118,2.1,70.4
WV-071,Pendleton County,West Virginia,69.6,125,2.5,67.1
WV-073,Pleasants County,West Virginia,73.9,117,2.4,71.6
WV-075,Pocahontas County,West Virginia,66.2,110,1.5,64.7
WV-077,Preston County,West Virginia,70.2,124,2.6,67.6
WV-079,Putnam County,West Virginia,75.5,120,2.4,73.1
WV-081,Raleigh County,West Virginia,70.5,110,1.3,69.1
WV-083,Randolph County,West Virginia,67.8,124,2.7,65.1
WV-085,Ritchie County,West Virginia,74,121,2.4,71.5
WV-087,Roane County,West Virginia,74.5,123,2.4,72.1
WV-089,Summers County,West Virginia,71.6,115,1.6,70
WV-091,Taylor County,West Virginia,72.8,121,2.2,70.6
WV-093,Tucker County,West Virginia,68.1,125,2.7,65.3
WV-095,Tyler County,West Virginia,73.1,112,1.6,71.5
WV-097,Upshur County,West Virginia,71.9,125,3,68.9
WV-099,Wayne County,West Virginia,75.2,114,1.9,73.3
WV-101,Webster County,West Virginia,68.6,103,1,67.6
WV-103,Wetzel County,West Virginia,72.3,111,1.5,70.8
WV-105,Wirt County,West Virginia,74.5,123,2.6,71.9
WV-107,Wood County,West Virginia,74.9,122,2.7,72.2
WV-109,Wyoming County,West Virginia,72.1,103,1.3,70.8
WI-001,Adams County,Wisconsin,68.5,83,0.9,67.7
WI-003,Ashland County,Wisconsin,63.9,73,0.6,63.4
WI-005,Barron County,Wisconsin,66.6,60,0.3,66.3
WI-007,Bayfield County,Wisconsin,65,101,1.6,63.4
WI-009,Brown County,Wisconsin,68.3,108,2.2,66.1
WI-011,Buffalo County,Wisconsin,69.2,61,0.4,68.8
WI-013,Burnett County,Wisconsin,66.9,79,0.7,66.1
WI-015,Calumet County,Wisconsin,68.8,104,1.7,67.1
WI-017,Chippewa County,Wisconsin,67.2,75,0.5,66.7
WI-019,Clark County,Wisconsin,66.8,74,0.8,66
WI-021,Columbia County,Wisconsin,69.9,96,1.5,68.5
WI-023,Crawford County,Wisconsin,69.9,58,0.1,69.8
WI-025,Dane County,Wisconsin,70.5,102,1.6,68.9
WI-027,Dodge County,Wisconsin,69.3,82,1,68.3
WI-029,Door County,Wisconsin,65.6,82,0.8,64.8
WI-031,Douglas County,Wisconsin,65.7,107,1.9,63.8
WI-033,Dunn County,Wisconsin,68.2,62,0.3,67.9
WI-035,Eau Claire County,Wisconsin,68.1,77,0.7,67.4
WI-037,Florence County,Wisconsin,64.1,102,1.6,62.5
WI-039,Fond du Lac County,Wisconsin,68.9,94,1.2,67.7
WI-041,Forest County,Wisconsin,63.2,79,0.8,62.5
WI-043,Grant County,Wisconsin,70.4,72,0.4,70
WI-045,Green County,Wisconsin,70.6,88,1.1,69.6
WI-047,Green Lake County,Wisconsin,69.5,94,1.2,68.3
WI-049,Iowa County,Wisconsin,70.1,92,1.2,68.9
WI-051,Iron County,Wisconsin,62.7,54,-0.1,62.7
WI-053,Jackson County,Wisconsin,68.7,98,1.5,67.2
WI-055,Jefferson County,Wisconsin,70,77,0.7,69.3
WI-057,Juneau County,Wisconsin,68.6,83,1,67.6
WI-059,Kenosha County,Wisconsin,71.2,102,1.4,69.7
WI-061,Kewaunee County,Wisconsin,67.1,98,1.8,65.3
WI-063,La Crosse County,Wisconsin,69.5,72,0.6,69
WI-065,Lafayette County,Wisconsin,70,80,0.8,69.2
WI-067,Langlade County,Wisconsin,64.6,88,1.2,63.4
WI-069,Lincoln County,Wisconsin,65.2,80,0.9,64.3
WI-071,Manitowoc County,Wisconsin,67.9,100,1.9,66
WI-073,Marathon County,Wisconsin,66.8,94,1.3,65.5
WI-075,Marinette County,Wisconsin,65.9,91,1.2,64.8
WI-077,Marquette County,Wisconsin,69.4,87,1,68.4
WI-078,Menominee County,Wisconsin,66.5,98,1.4,65
WI-079,Milwaukee County,Wisconsin,70,93,1.1,68.9
WI-081,Monroe County,Wisconsin,68.7,87,1.2,67.5
WI-083,Oconto County,Wisconsin,66.5,90,1,65.4
WI-085,Oneida County,Wisconsin,63.4,61,0.2,63.2
WI-087,Outagamie County,Wisconsin,68.8,102,1.7,67.1
WI-089,Ozaukee County,Wisconsin,68.8,88,1.2,67.7
WI-091,Pepin County,Wisconsin,69.2,59,0.2,69
WI-093,Pierce County,Wisconsin,68.8,61,0.1,68.7
WI-095,Polk County,Wisconsin,67.2,61,0.2,67
WI-097,Portage County,Wisconsin,68.1,94,1.3,66.8
WI-099,Price County,Wisconsin,64.1,73,0.5,63.6
WI-101,Racine County,Wisconsin,70.5,93,1,69.5
WI-103,Richland County,Wisconsin,69.7,77,0.7,69
WI-105,Rock County,Wisconsin,71.2,98,1.2,70
WI-107,Rusk County,Wisconsin,66,72,0.5,65.5
WI-109,St. Croix County,Wisconsin,68.1,56,-0,68.2
WI-111,Sauk County,Wisconsin,69.5,85,1.1,68.5
WI-113,Sawyer County,Wisconsin,64.6,73,0.6,64
WI-115,Shawano County,Wisconsin,67.5,99,1.7,65.8
WI-117,Sheboygan County,Wisconsin,68,84,1.1,66.9
WI-119,Taylor County,Wisconsin,65.3,70,0.5,64.8
WI-121,Trempealeau County,Wisconsin,69.1,74,0.8,68.3
WI-123,Vernon County,Wisconsin,68.6,58,0,68.6
WI-125,Vilas County,Wisconsin,62.4,55,0,62.4
WI-127,Walworth County,Wisconsin,69.7,63,0.2,69.5
WI-129,Washburn County,Wisconsin,65.7,70,0.5,65.2
WI-131,Washington County,Wisconsin,68.8,90,1.1,67.7
WI-133,Waukesha County,Wisconsin,69.4,79,0.7,68.7
WI-135,Waupaca County,Wisconsin,68.7,97,1.5,67.2
WI-137,Waushara County,Wisconsin,68.9,95,1.3,67.6
WI-139,Winnebago County,Wisconsin,69.5,98,1.4,68
WI-141,Wood County,Wisconsin,67.8,84,1.1,66.8
WY-001,Albany County,Wyoming,63,121,3.5,59.6
WY-003,Big Horn County,Wyoming,66.3,113,2.5,63.9
WY-005,Campbell County,Wyoming,69.4,119,3.2,66.2
WY-007,Carbon County,Wyoming,63.9,115,2.5,61.4
WY-009,Converse County,Wyoming,68.4,119,2.9,65.5
WY-011,Crook County,Wyoming,68.4,114,2.7,65.6
WY-013,Fremont County,Wyoming,63.6,117,2.3,61.3
WY-015,Goshen County,Wyoming,71.5,123,4.1,67.3
WY-017,Hot Springs County,Wyoming,66.1,111,2.1,64
WY-019,Johnson County,Wyoming,66,109,2,64
WY-021,Laramie County,Wyoming,68.6,126,4.1,64.5
WY-023,Lincoln County,Wyoming,61,126,3.5,57.5
WY-025,Natrona County,Wyoming,67.3,118,2.4,64.8
WY-027,Niobrara County,Wyoming,71.3,122,3.7,67.6
WY-029,Park County,Wyoming,59.4,113,2.2,57.2
WY-031,Platte County,Wyoming,70.3,125,3.9,66.3
WY-033,Sheridan County,Wyoming,65.5,108,2.1,63.4
WY-035,Sublette County,Wyoming,57.3,115,2.1,55.2
WY-037,Sweetwater County,Wyoming,65.7,118,3,62.7
WY-039,Teton County,Wyoming,55.8,114,1.9,53.9
WY-041,Uinta County,Wyoming,62.9,127,3.6,59.3
WY-043,Washakie County,Wyoming,68,108,1.8,66.2
WY-045,Weston County,Wyoming,71,125,4,67
